CMPD_CHEMBLID,exp,smiles,description
CHEMBL2036763,2.74,Clc1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)c1,"Clc1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)c1：This molecule, defined by the chemical formula C20H29ClN4O, possesses a molecular weight of 376.93 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.21. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.36 and a TPSA of 38.82 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.65, while its interaction profile is defined by 1 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL1945299,0.91,COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,"COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2：This molecule, defined by the chemical formula C27H31N3O4S, possesses a molecular weight of 493.63 g/mol. The structural framework incorporates aromatic benzene rings, phenolic hydroxyls, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.22. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.5 and a TPSA of 106.61 Å². It contains 35 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 12 rotatable bonds and a FractionCSP3 of 0.3, while its interaction profile is defined by 5 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL2219422,2.99,Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3,"Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3：This molecule, defined by the chemical formula C18H17Cl2FN4OS, possesses a molecular weight of 427.33 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.76. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.89 and a TPSA of 72.94 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.22, while its interaction profile is defined by 2 hydrogen bond donor(s) and 5 acceptor(s).
N-[(2S)-1-amino-3-(3-fluorophenyl)propan-2-yl]-5-chloro-4-(4-chloro-2-methyl-3-pyrazolyl)-2-thiophenecarboxamide is a member of amphetamines.Afuresertib has been used in trials studying the treatment of Cancer and Neoplasms, Haematologic.Afuresertib is an orally bioavailable inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic activity. Afuresertib binds to and inhibits the activity of Akt, which may result in inhibition of the PI3K/Akt signaling pathway and tumor cell proliferation and the induction of tumor cell apoptosis. Activation of the PI3K/Akt signaling pathway is frequently associated with tumorigenesis and dysregulated PI3K/Akt signaling may contribute to tumor resistance to a variety of antineoplastic agents.AFURESERTIB is a small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications.an AKT inhibitoran Akt inhibitor with antineoplastic activity; structure in first sourceSee also: Afuresertib Hydrochloride (active moiety of)."
CHEMBL184,-1.42,Nc1nc(O)c2ncn(COCCO)c2n1,"Nc1nc(O)c2ncn(COCCO)c2n1：This molecule, defined by the chemical formula C8H11N5O3, possesses a molecular weight of 225.21 g/mol. The structural framework incorporates phenolic hydroxyls, primary amine groups, ether groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.32. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of -0.92 and a TPSA of 119.31 Å². It contains 16 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.38, while its interaction profile is defined by 3 hydrogen bond donor(s) and 8 acceptor(s).
Acyclovir is an oxopurine that is guanine substituted by a (2-hydroxyethoxy)methyl substituent at position 9. Used in the treatment of viral infections. It has a role as an antiviral drug and an antimetabolite. It is an oxopurine and a member of 2-aminopurines. It is functionally related to a guanine.Acyclovir is an antiviral prescription medicine approved by the U.S. Food and Drug Administration (FDA) to:Treat and/or prevent the recurrence of certain types of herpes simplex virus (HSV) infections, including genital herpes and herpes encephalitisTreat varicella zoster virus (VZV) infections, including chicken pox (also called primary varicella infection) and shingles (also called herpes zoster)Acyclovir is approved in different formulations and strengths for use in specific populations, including in people who are immunocompromised.HSV and VZV infections can be opportunistic infections (OIs) of HIV.Acyclovir is a deoxynucleoside analog antiviral used to treat herpes simplex, Varicella zoster, herpes zoster, herpes labialis, and acute herpetic keratitis. Acyclovir is generally used first line in the treatment of these viruses and some products are indicated for patients as young as 6 years old.  Acyclovir was granted FDA approval on 29 March 1982.Acyclovir is a Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor, and Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor, and Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor. The mechanism of action of acyclovir is as a DNA Polymerase Inhibitor.Acyclovir is a nucleoside analogue and antiviral agent used in therapy of herpes and varicella-zoster virus infections. Acyclovir has not been associated with clinically apparent liver injury.Acyclovir has been reported in Epicoccum nigrum with data available.Acyclovir is a synthetic analog of the purine nucleoside, guanosine, with potent antiviral activity against herpes simplex viruses type 1 and 2, varicella-zoster virus and other viruses of the herpesvirus family. After conversion in vivo to the active metabolite acyclovir triphosphate by viral thymidine kinase, acyclovir competitively inhibits viral DNA polymerase by incorporating into the growing viral DNA chain and terminating further polymerization.ACYCLOVIR is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1982 and has 7 approved and 16 investigational indications.A GUANOSINE analog that acts as an antimetabolite. Viruses are especially susceptible. Used especially against herpes.See also: Ganciclovir (narrower); Valacyclovir (active moiety of); Valacyclovir Hydrochloride (active moiety of) ... View More ..."
CHEMBL2028019,3.6,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,"CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1：This molecule, defined by the chemical formula C21H32Cl2N4O, possesses a molecular weight of 427.42 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 3 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.36. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.34 and a TPSA of 38.82 Å². It contains 28 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.67, while its interaction profile is defined by 1 hydrogen bond donor(s) and 3 acceptor(s).
Cariprazine is an N-alkylpiperazine that is N,N-dimethyl-N'-{trans-4-[2-(piperazin-1-yl)ethyl]cyclohexyl}urea substituted at position 4 on the piperazine ring by a 2,3-dichlorophenyl group. Used (as the hydrochloride salt) for treatment of schizophrenia and bipolar disorder. It has a role as a dopamine agonist, a second generation antipsychotic and a serotonergic antagonist. It is a member of ureas, a N-alkylpiperazine, a N-arylpiperazine and a dichlorobenzene. It is a conjugate base of a cariprazine(1+).CARIPRAZINE is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and has 4 approved and 7 investigational indications. This drug has a black box warning from the FDA."
CHEMBL2207658,3.34,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,"O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3：This molecule, defined by the chemical formula C19H21Cl2F3N4O3, possesses a molecular weight of 481.3 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.41. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.37 and a TPSA of 90.48 Å². It contains 31 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 7 rotatable bonds and a FractionCSP3 of 0.47, while its interaction profile is defined by 3 hydrogen bond donor(s) and 5 acceptor(s).
Error: HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Read timed out. (read timeout=15)"
CHEMBL2068839,3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,"Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1：This molecule, defined by the chemical formula C19H23FN4O2, possesses a molecular weight of 358.42 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.43. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.19 and a TPSA of 67.35 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.42, while its interaction profile is defined by 1 hydrogen bond donor(s) and 5 acceptor(s).
Mk 0657 has been used in trials studying the treatment of Major Depressive Disorder.RISLENEMDAZ is a small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL118755,-0.16,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccncc4)C3=O,"Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccncc4)C3=O：This molecule, defined by the chemical formula C17H11ClN4O3, possesses a molecular weight of 354.75 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 4 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.05. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.63 and a TPSA of 100.61 Å². It contains 25 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.06, while its interaction profile is defined by 2 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL384467,1.87,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO：This molecule, defined by the chemical formula C22H29FO5, possesses a molecular weight of 392.47 g/mol. The structural framework incorporates halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 0 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.84. It contains 8 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.9 and a TPSA of 94.83 Å². It contains 28 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 2 rotatable bonds and a FractionCSP3 of 0.73, while its interaction profile is defined by 3 hydrogen bond donor(s) and 5 acceptor(s).
Dexamethazone is an odorless white to off-white crystalline powder with a slightly bitter taste. (NTP, 1992)Dexamethasone is a fluorinated steroid that is 9-fluoropregna-1,4-diene substituted by hydroxy groups at positions 11, 17 and 21, a methyl group at position 16 and oxo groups at positions 3 and 20. It is a synthetic member of the class of glucocorticoids. It has a role as an adrenergic agent, an antiemetic, an antineoplastic agent, an environmental contaminant, a xenobiotic, an immunosuppressive agent and an anti-inflammatory drug. It is a fluorinated steroid, a 3-oxo-Delta(1),Delta(4)-steroid, a glucocorticoid, a 20-oxo steroid, an 11beta-hydroxy steroid, a 17alpha-hydroxy steroid and a 21-hydroxy steroid. It derives from a hydride of a pregnane.Dexamethasone, or MK-125, is a corticosteroid fluorinated at position 9 used to treat endocrine, rheumatic, collagen, dermatologic, allergic, ophthalmic, gastrointestinal, respiratory, hematologic, neoplastic, edematous, and other conditions. Developed in 1957, it is structurally similar to other corticosteroids like [hydrocortisone] and [prednisolone].  Dexamethasone was granted FDA approval on 30 October 1958. In a press release for the Randomized Evaluation of COVID-19 Therapy (RECOVERY) trial on 16 June 2020, dexamethasone was recommended for use in COVID-19 patients with severe respiratory symptoms. Dexamethasone reduced deaths by approximately one third in patients requiring ventilation and by one fifth in those requiring oxygen.Dexamethasone is a Corticosteroid. The mechanism of action of dexamethasone is as a Corticosteroid Hormone Receptor Agonist.Dexamethasone has been reported in Aspergillus ochraceopetaliformis, Penicillium chrysogenum, and other organisms with data available.Dexamethasone is a synthetic adrenal corticosteroid with potent anti-inflammatory properties. In addition to binding to specific nuclear steroid receptors, dexamethasone also interferes with NF-kB activation and apoptotic pathways. This agent lacks the salt-retaining properties of other related adrenal hormones. (NCI04)DEXAMETHASONE is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1958 and has 79 approved and 221 investigational indications.An anti-inflammatory 9-fluoro-glucocorticoid. [PubChem]An anti-inflammatory 9-fluoro-glucocorticoid.combination of above three antibiotics and dexamethasone 21-phosphate; used in the treatment of chronic middle ear diseaseSee also: Prednisolone (related); Betamethasone (related); Triamcinolone (related) ... View More ..."
CHEMBL1270772,3.0,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1,"CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4CCOc34)n2)c1：This molecule, defined by the chemical formula C19H18N4O3S, possesses a molecular weight of 382.45 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.56. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.3 and a TPSA of 93.21 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.16, while its interaction profile is defined by 2 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL2208426,2.86,CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,"CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3：This molecule, defined by the chemical formula C20H24Cl2N2O5S2, possesses a molecular weight of 507.46 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.39. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.09 and a TPSA of 95.94 Å². It contains 31 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 8 rotatable bonds and a FractionCSP3 of 0.45, while its interaction profile is defined by 2 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL1917448,-0.42,COc1cccc(c1)S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23,"COc1cccc(c1)S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23：This molecule, defined by the chemical formula C19H19NO5S, possesses a molecular weight of 373.43 g/mol. The structural framework incorporates aromatic benzene rings, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.34. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.18 and a TPSA of 85.6 Å². It contains 26 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.21, while its interaction profile is defined by 1 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL1172,1.48,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,"Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1：This molecule, defined by the chemical formula C19H19ClN2, possesses a molecular weight of 310.83 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents. Topological analysis indicates the presence of 4 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.98. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.02 and a TPSA of 24.92 Å². It contains 22 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 0 rotatable bonds and a FractionCSP3 of 0.32, while its interaction profile is defined by 1 hydrogen bond donor(s) and 2 acceptor(s).
Desloratadine is loratadine in which the ethoxycarbonyl group attached to the piperidine ring is replaced by hydrogen. The major metabolite of loratidine, desloratadine is an antihistamine which is used for the symptomatic relief of allergic conditions including rhinitis and chronic urticaria. It does not readily enter the central nervous system, so does not cause drowsiness. It has a role as a H1-receptor antagonist, an anti-allergic agent, a cholinergic antagonist and a drug metabolite.Desloratadine is a second generation, tricyclic antihistamine that which has a selective and peripheral H1-antagonist action. It is the active descarboethoxy metabolite of loratidine (a second generation histamine). Desloratidine has a long-lasting effect and does not cause drowsiness because it does not readily enter the central nervous system.Desloratadine is a Histamine-1 Receptor Antagonist. The mechanism of action of desloratadine is as a Histamine H1 Receptor Antagonist.Desloratadine has been reported in Bos taurus with data available.Desloratadine is a long-acting piperidine derivate with selective H1 antihistaminergic and non-sedating properties. Desloratadine diminishes the typical histaminergic effects on H1-receptors in bronchial smooth muscle, capillaries and gastrointestinal smooth muscle, including vasodilation, bronchoconstriction, increased vascular permeability, pain, itching and spasmodic contractions of gastrointestinal smooth muscle. Desloratadine is used to provide symptomatic relieve of allergic symptoms.DESLORATADINE is a small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and has 5 approved and 9 investigational indications.Desloratadine is a second generation, tricyclic antihistamine that which has a selective and peripheral H1-antagonist action. It is the active descarboethoxy metabolite of loratidine (a second generation histamine). Desloratidine has a long-lasting effect and does not cause drowsiness because it does not readily enter the central nervous system.major metabolite of loratadineSee also: Desloratadine; pseudoephedrine sulfate (component of)."
CHEMBL2171029,1.6,OC(=O)CCCCn1nnc(n1)c2ccc(cc2)C(=O)N3CCC(CC3)N4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,"OC(=O)CCCCn1nnc(n1)c2ccc(cc2)C(=O)N3CCC(CC3)N4CCC(CC4)Oc5ccc(Cl)c(Cl)c5：This molecule, defined by the chemical formula C29H34Cl2N6O4, possesses a molecular weight of 601.53 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 5 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.06. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 5.05 and a TPSA of 113.68 Å². It contains 41 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 10 rotatable bonds and a FractionCSP3 of 0.48, while its interaction profile is defined by 1 hydrogen bond donor(s) and 8 acceptor(s)."
CHEMBL2070950,1.6,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4,"O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccncc5s4：This molecule, defined by the chemical formula C22H26N6O2S, possesses a molecular weight of 438.56 g/mol. The structural framework incorporates amide groups. Topological analysis indicates the presence of 5 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.22. It contains 2 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.32 and a TPSA of 102.22 Å². It contains 31 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.59, while its interaction profile is defined by 1 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL1486517,2.5,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCN(Cc5ccc6OCOc6c5)CC4,"O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCN(Cc5ccc6OCOc6c5)CC4：This molecule, defined by the chemical formula C24H28N6O3S, possesses a molecular weight of 480.59 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 6 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 0.98. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.62 and a TPSA of 75.96 Å². It contains 34 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 5 rotatable bonds and a FractionCSP3 of 0.46, while its interaction profile is defined by 0 hydrogen bond donor(s) and 9 acceptor(s)."
CHEMBL2036779,2.1,CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,"CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3：This molecule, defined by the chemical formula C18H24Cl2N4O3, possesses a molecular weight of 415.32 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents, ether groups. Topological analysis indicates the presence of 3 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.49. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.39 and a TPSA of 65.12 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 3 rotatable bonds and a FractionCSP3 of 0.56, while its interaction profile is defined by 1 hydrogen bond donor(s) and 4 acceptor(s)."
CHEMBL2147032,3.24,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6,"O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6：This molecule, defined by the chemical formula C26H27N3O4S, possesses a molecular weight of 477.59 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, ether groups. Topological analysis indicates the presence of 6 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.16. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 3.45 and a TPSA of 79.81 Å². It contains 34 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.38, while its interaction profile is defined by 0 hydrogen bond donor(s) and 5 acceptor(s)."
CHEMBL1907764,3.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,"COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4：This molecule, defined by the chemical formula C22H24BrFN4O2, possesses a molecular weight of 475.36 g/mol. The structural framework incorporates aromatic benzene rings, halogen substituents, ether groups. Topological analysis indicates the presence of 4 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.6. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 5.0 and a TPSA of 59.51 Å². It contains 30 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 6 rotatable bonds and a FractionCSP3 of 0.36, while its interaction profile is defined by 1 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL1962616,-0.51,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N,"NC(=N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N：This molecule, defined by the chemical formula C12H13ClN8O, possesses a molecular weight of 320.74 g/mol. The structural framework incorporates amide groups, primary amine groups, halogen substituents. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.16. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 0.34 and a TPSA of 155.69 Å². It contains 22 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.08, while its interaction profile is defined by 5 hydrogen bond donor(s) and 7 acceptor(s)."
CHEMBL1366397,2.31,Oc1ccccc1OCC(=O)NC2CCCC2,"Oc1ccccc1OCC(=O)NC2CCCC2：This molecule, defined by the chemical formula C13H17NO3, possesses a molecular weight of 235.28 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, phenolic hydroxyls, ether groups. Topological analysis indicates the presence of 2 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.77. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 1.83 and a TPSA of 58.56 Å². It contains 17 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.46, while its interaction profile is defined by 2 hydrogen bond donor(s) and 3 acceptor(s)."
CHEMBL393348,1.58,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C5CCNCC5,"Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)C5CCNCC5：This molecule, defined by the chemical formula C23H31ClN2O, possesses a molecular weight of 386.97 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, halogen substituents. Topological analysis indicates the presence of 6 ring system(s), including 1 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.28. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 4.75 and a TPSA of 41.13 Å². It contains 27 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 4 rotatable bonds and a FractionCSP3 of 0.7, while its interaction profile is defined by 2 hydrogen bond donor(s) and 2 acceptor(s)."
CHEMBL2021706,0.4,CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2,"CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc2ccc(OC)cc2：This molecule, defined by the chemical formula C22H34ClN6O2+, possesses a molecular weight of 450.01 g/mol. The structural framework incorporates aromatic benzene rings, amide groups, primary amine groups, halogen substituents, ether groups. Topological analysis indicates the presence of 2 ring system(s), including 2 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 1.95. It contains 1 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.91 and a TPSA of 116.15 Å². It contains 31 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 11 rotatable bonds and a FractionCSP3 of 0.5, while its interaction profile is defined by 3 hydrogen bond donor(s) and 6 acceptor(s)."
CHEMBL187673,3.3,Oc1ccc(cc1)c2oc3cc(O)ccc3n2,"Oc1ccc(cc1)c2oc3cc(O)ccc3n2：This molecule, defined by the chemical formula C13H9NO3, possesses a molecular weight of 227.22 g/mol. The structural framework incorporates aromatic benzene rings, phenolic hydroxyls. Topological analysis indicates the presence of 3 ring system(s), including 3 aromatic ring(s), with a connectivity complexity quantified by a Balaban J index of 2.14. It contains 0 stereogenic center(s). From a physicochemical perspective, the molecule exhibits a LogP of 2.91 and a TPSA of 66.49 Å². It contains 17 heavy atom(s), reflecting the size of its non-hydrogen atomic framework. The molecular flexibility is moderated by 1 rotatable bonds and a FractionCSP3 of 0.0, while its interaction profile is defined by 2 hydrogen bond donor(s) and 4 acceptor(s)."
